"Faj";"Csorhossz";"Fogsag";"Csorhossz_kat";"csormeret_ujramert"
"1598";"harkalypinty_fogs5";36.5911604600084;5;"kozepes";"NA"
"1599";"vegetarianus_pinty";16.46;NA;"kicsi";"NA"
"1600";"harkalypinty_fogs1";34.26;1;"kozepes";"NA"
"1601";"harkalypinty";29.37;NA;"kicsi";"31"
"1602";"hegyescsoru_foldipinty";24.28;NA;"kicsi";"NA"
"1603";"harkalypinty_fogs3";35.0225000206892;3;"kozepes";"NA"
"1604";"hegyescsoru_foldipinty";21.96;NA;"kicsi";"NA"
"1605";"harkalypinty_fogs13";37.5231386215812;13;"kozepes";"NA"
"1606";"harkalypinty_fogs9";36.5482036748157;9;"kozepes";"NA"
"1607";"vegetarianus_pinty";17.25;NA;"kicsi";"NA"
"1608";"nagy_foldipinty";32.47;NA;"kicsi";"NA"
"1609";"harkalypinty_fogs9";37.5093516240496;9;"kozepes";"NA"
"1610";"harkalypinty";28.08;NA;"kicsi";"29"
"1611";"vegetarianus_pinty";16.7;NA;"kicsi";"NA"
"1612";"nagy_foldipinty";32.65;NA;"kicsi";"NA"
"1613";"kis_foldipinty";23.99;NA;"kicsi";"NA"
"1614";"harkalypinty_fogs7";35.6924240528426;7;"kozepes";"NA"
"1615";"harkalypinty_fogs5";34.0917506309673;5;"kozepes";"NA"
"1616";"harkalypinty_fogs13";39.5758799555597;13;"nagy";"NA"
"1617";"harkalypinty_fogs15";40.7593577714534;15;"nagy";"NA"
"1618";"harkalypinty_fogs3";34.9946747025612;3;"kozepes";"NA"
"1619";"harkalypinty_fogs13";36.8802095810163;13;"kozepes";"NA"
"1620";"harkalypinty_fogs11";37.4132990425288;11;"kozepes";"NA"
"1621";"hegyescsoru_foldipinty";23.31;NA;"kicsi";"NA"
"1622";"harkalypinty_fogs7";34.5449251261204;7;"kozepes";"NA"
"1623";"harkalypinty_fogs11";35.8367861718068;11;"kozepes";"NA"
"1624";"harkalypinty";28.17;NA;"kicsi";"30"
"1625";"harkalypinty_fogs5";34.0245649960878;5;"kozepes";"NA"
"1626";"harkalypinty_fogs3";35.2833419694139;3;"kozepes";"NA"
"1627";"harkalypinty_fogs1";31.75;1;"kicsi";"NA"
"1628";"harkalypinty_fogs5";36.3992766256752;5;"kozepes";"NA"
"1629";"harkalypinty";31.04;NA;"kicsi";"28"
"1630";"nagy_foldipinty";34.89;NA;"kozepes";"NA"
"1631";"harkalypinty_fogs15";37.8952169806069;15;"kozepes";"NA"
"1632";"harkalypinty";28.84;NA;"kicsi";"29"
"1633";"harkalypinty_fogs15";36.4753579966177;15;"kozepes";"NA"
"1634";"harkalypinty_fogs15";38.1899682400025;15;"nagy";"NA"
"1635";"harkalypinty_fogs5";33.1916742634563;5;"kicsi";"NA"
"1636";"harkalypinty_fogs3";34.8253876314921;3;"kozepes";"NA"
"1637";"hegyescsoru_foldipinty";24.69;NA;"kicsi";"NA"
"1638";"nagy_foldipinty";30.23;NA;"kicsi";"NA"
"1639";"harkalypinty_fogs3";32.82881762986;3;"kicsi";"NA"
"1640";"harkalypinty_fogs15";38.3604953313813;15;"nagy";"NA"
"1641";"nagy_foldipinty";30.81;NA;"kicsi";"NA"
"1642";"harkalypinty";28.78;NA;"kicsi";"31"
"1643";"harkalypinty_fogs15";37.8907421396572;15;"kozepes";"NA"
"1644";"kis_foldipinty";20.99;NA;"kicsi";"NA"
"1645";"harkalypinty_fogs7";34.9484515226956;7;"kozepes";"NA"
"1646";"harkalypinty_fogs3";33.2579968490371;3;"kicsi";"NA"
"1647";"harkalypinty_fogs1";35.7;1;"kozepes";"NA"
"1648";"kis_foldipinty";20.7;NA;"kicsi";"NA"
"1649";"nagy_foldipinty";30.84;NA;"kicsi";"NA"
"1650";"harkalypinty_fogs9";35.3807417560066;9;"kozepes";"NA"
"1651";"harkalypinty_fogs5";35.7320982756188;5;"kozepes";"NA"
"1652";"kis_foldipinty";24.5;NA;"kicsi";"NA"
"1653";"harkalypinty_fogs7";35.6352486546963;7;"kozepes";"NA"
"1654";"harkalypinty_fogs13";40.7880990206804;13;"nagy";"NA"
"1655";"harkalypinty_fogs13";37.2595810729144;13;"kozepes";"NA"
"1656";"harkalypinty_fogs5";32.8088822552022;5;"kicsi";"NA"
"1657";"harkalypinty_fogs1";35.01;1;"kozepes";"NA"
"1658";"harkalypinty_fogs13";39.2170007838855;13;"nagy";"NA"
"1659";"harkalypinty_fogs3";32.2674127903745;3;"kicsi";"NA"
"1660";"harkalypinty_fogs9";34.2211405162447;9;"kozepes";"NA"
"1661";"vegetarianus_pinty";16.2;NA;"kicsi";"NA"
"1662";"harkalypinty";30.05;NA;"kicsi";"31"
"1663";"harkalypinty_fogs7";35.156357150828;7;"kozepes";"NA"
"1664";"harkalypinty_fogs11";38.0099731769258;11;"nagy";"NA"
"1665";"harkalypinty_fogs3";34.3751144654792;3;"kozepes";"NA"
"1666";"harkalypinty";29.71;NA;"kicsi";"30"
"1667";"hegyescsoru_foldipinty";24.31;NA;"kicsi";"NA"
"1668";"hegyescsoru_foldipinty";24.16;NA;"kicsi";"NA"
"1669";"hegyescsoru_foldipinty";25.53;NA;"kicsi";"NA"
"1670";"harkalypinty_fogs13";39.0262990865129;13;"nagy";"NA"
"1671";"harkalypinty_fogs3";34.0591364446536;3;"kozepes";"NA"
"1672";"harkalypinty_fogs9";36.9285122156761;9;"kozepes";"NA"
"1673";"harkalypinty_fogs1";35.96;1;"kozepes";"NA"
"1674";"harkalypinty_fogs9";35.3930048031972;9;"kozepes";"NA"
"1675";"harkalypinty";30.05;NA;"kicsi";"30"
"1676";"harkalypinty_fogs13";37.4717727334662;13;"kozepes";"NA"
"1677";"nagy_foldipinty";30.82;NA;"kicsi";"NA"
"1678";"nagy_foldipinty";31.58;NA;"kicsi";"NA"
"1679";"vegetarianus_pinty";15.64;NA;"kicsi";"NA"
"1680";"harkalypinty_fogs15";36.4883428346194;15;"kozepes";"NA"
"1681";"harkalypinty_fogs11";39.840316057698;11;"nagy";"NA"
"1682";"nagy_foldipinty";35.35;NA;"kozepes";"NA"
"1683";"harkalypinty_fogs7";35.8192056480396;7;"kozepes";"NA"
"1684";"harkalypinty_fogs9";37.9999925540804;9;"kozepes";"NA"
"1685";"kis_foldipinty";23.72;NA;"kicsi";"NA"
"1686";"harkalypinty_fogs15";39.5603472324958;15;"nagy";"NA"
"1687";"hegyescsoru_foldipinty";28.17;NA;"kicsi";"NA"
"1688";"harkalypinty_fogs9";38.2837997184388;9;"nagy";"NA"
"1689";"harkalypinty_fogs15";39.6702100271542;15;"nagy";"NA"
"1690";"vegetarianus_pinty";15.15;NA;"kicsi";"NA"
"1691";"harkalypinty_fogs15";41.1259219249235;15;"nagy";"NA"
"1692";"harkalypinty_fogs3";33.2900302081801;3;"kicsi";"NA"
"1693";"harkalypinty_fogs11";37.9686638899213;11;"kozepes";"NA"
"1694";"harkalypinty_fogs1";32.44;1;"kicsi";"NA"
"1695";"harkalypinty_fogs9";34.9802254577894;9;"kozepes";"NA"
"1696";"harkalypinty_fogs9";36.2389593004795;9;"kozepes";"NA"
"1697";"harkalypinty_fogs15";38.149714684932;15;"nagy";"NA"
"1698";"harkalypinty_fogs9";37.3272797374541;9;"kozepes";"NA"
"1699";"harkalypinty_fogs5";36.1616505085673;5;"kozepes";"NA"
"1700";"harkalypinty_fogs9";37.7899863343306;9;"kozepes";"NA"
"1701";"harkalypinty_fogs15";38.8577003367499;15;"nagy";"NA"
"1702";"harkalypinty_fogs11";37.1693185409104;11;"kozepes";"NA"
"1703";"harkalypinty_fogs11";36.2747526244875;11;"kozepes";"NA"
"1704";"harkalypinty_fogs5";37.0005894809286;5;"kozepes";"NA"
"1705";"vegetarianus_pinty";15.49;NA;"kicsi";"NA"
"1706";"harkalypinty";28.22;NA;"kicsi";"29"
"1707";"harkalypinty_fogs7";34.2946043630983;7;"kozepes";"NA"
"1708";"harkalypinty_fogs7";33.8207186120013;7;"kicsi";"NA"
"1709";"vegetarianus_pinty";16.72;NA;"kicsi";"NA"
"1710";"harkalypinty_fogs3";35.1110550176993;3;"kozepes";"NA"
"1711";"nagy_foldipinty";35.27;NA;"kozepes";"NA"
"1712";"harkalypinty_fogs13";38.5353904841531;13;"nagy";"NA"
"1713";"harkalypinty_fogs9";36.6726716682004;9;"kozepes";"NA"
"1714";"nagy_foldipinty";30.39;NA;"kicsi";"NA"
"1715";"harkalypinty";29.23;NA;"kicsi";"29"
"1716";"kis_foldipinty";23.39;NA;"kicsi";"NA"
"1717";"harkalypinty_fogs7";35.8465872794066;7;"kozepes";"NA"
"1718";"harkalypinty_fogs9";35.8302311550803;9;"kozepes";"NA"
"1719";"harkalypinty_fogs11";37.9840763599544;11;"kozepes";"NA"
"1720";"harkalypinty_fogs9";38.1361589642403;9;"nagy";"NA"
"1721";"nagy_foldipinty";32.57;NA;"kicsi";"NA"
"1722";"harkalypinty_fogs1";34.62;1;"kozepes";"NA"
"1723";"nagy_foldipinty";33.5;NA;"kicsi";"NA"
"1724";"harkalypinty_fogs15";38.8953691191483;15;"nagy";"NA"
"1725";"hegyescsoru_foldipinty";23.02;NA;"kicsi";"NA"
"1726";"harkalypinty_fogs5";34.6996767691761;5;"kozepes";"NA"
"1727";"nagy_foldipinty";33.82;NA;"kicsi";"NA"
"1728";"nagy_foldipinty";30.07;NA;"kicsi";"NA"
"1729";"harkalypinty_fogs15";38.0504866905668;15;"nagy";"NA"
"1730";"harkalypinty_fogs11";37.129788466557;11;"kozepes";"NA"
"1731";"nagy_foldipinty";28.63;NA;"kicsi";"NA"
"1732";"harkalypinty_fogs9";38.0067843250229;9;"nagy";"NA"
"1733";"harkalypinty_fogs3";34.5084755821413;3;"kozepes";"NA"
"1734";"harkalypinty_fogs11";36.4338853600408;11;"kozepes";"NA"
"1735";"kis_foldipinty";21.36;NA;"kicsi";"NA"
"1736";"harkalypinty_fogs11";37.7538763664185;11;"kozepes";"NA"
"1737";"vegetarianus_pinty";15.58;NA;"kicsi";"NA"
"1738";"vegetarianus_pinty";17.26;NA;"kicsi";"NA"
"1739";"harkalypinty_fogs7";35.2248921944533;7;"kozepes";"NA"
"1740";"hegyescsoru_foldipinty";24.6;NA;"kicsi";"NA"
"1741";"harkalypinty_fogs5";35.4063147663617;5;"kozepes";"NA"
"1742";"harkalypinty_fogs15";40.0897396764313;15;"nagy";"NA"
"1743";"harkalypinty_fogs3";33.9822839291028;3;"kicsi";"NA"
"1744";"harkalypinty_fogs9";37.9031548967931;9;"kozepes";"NA"
"1745";"harkalypinty_fogs5";35.9116038139674;5;"kozepes";"NA"
"1746";"harkalypinty";27.78;NA;"kicsi";"31"
"1747";"harkalypinty_fogs5";35.7471363439504;5;"kozepes";"NA"
"1748";"kis_foldipinty";24.23;NA;"kicsi";"NA"
"1749";"nagy_foldipinty";29.6;NA;"kicsi";"NA"
"1750";"harkalypinty_fogs13";39.8623185038066;13;"nagy";"NA"
"1751";"harkalypinty_fogs15";39.3439486409471;15;"nagy";"NA"
"1752";"vegetarianus_pinty";16.24;NA;"kicsi";"NA"
"1753";"harkalypinty_fogs5";36.3622767316442;5;"kozepes";"NA"
"1754";"hegyescsoru_foldipinty";26.33;NA;"kicsi";"NA"
"1755";"kis_foldipinty";23.68;NA;"kicsi";"NA"
"1756";"harkalypinty_fogs13";38.6326023693042;13;"nagy";"NA"
"1757";"harkalypinty_fogs7";35.485145776672;7;"kozepes";"NA"
"1758";"harkalypinty_fogs11";35.884851007285;11;"kozepes";"NA"
"1759";"harkalypinty_fogs1";33.53;1;"kicsi";"NA"
"1760";"harkalypinty_fogs9";36.473037394612;9;"kozepes";"NA"
"1761";"harkalypinty_fogs5";35.5147907114218;5;"kozepes";"NA"
"1762";"harkalypinty_fogs9";35.8689342300401;9;"kozepes";"NA"
"1763";"harkalypinty_fogs15";38.7604130054592;15;"nagy";"NA"
"1764";"harkalypinty_fogs3";36.2200436533129;3;"kozepes";"NA"
"1765";"kis_foldipinty";24.5;NA;"kicsi";"NA"
"1766";"harkalypinty_fogs3";33.9764045302111;3;"kicsi";"NA"
"1767";"hegyescsoru_foldipinty";24.16;NA;"kicsi";"NA"
"1768";"harkalypinty_fogs9";37.7732957193503;9;"kozepes";"NA"
"1769";"harkalypinty_fogs15";39.8970147263676;15;"nagy";"NA"
"1770";"harkalypinty_fogs13";39.3266386616254;13;"nagy";"NA"
"1771";"harkalypinty_fogs9";37.802933620655;9;"kozepes";"NA"
"1772";"harkalypinty_fogs7";36.1652549081092;7;"kozepes";"NA"
"1773";"kis_foldipinty";22.79;NA;"kicsi";"NA"
"1774";"harkalypinty_fogs7";35.3552043009711;7;"kozepes";"NA"
"1775";"harkalypinty_fogs7";36.4925367672591;7;"kozepes";"NA"
"1776";"harkalypinty_fogs9";35.8079536713008;9;"kozepes";"NA"
"1777";"harkalypinty_fogs11";37.6468936794855;11;"kozepes";"NA"
"1778";"harkalypinty";28.37;NA;"kicsi";"30"
"1779";"vegetarianus_pinty";16.45;NA;"kicsi";"NA"
"1780";"harkalypinty_fogs13";39.3136252827951;13;"nagy";"NA"
"1781";"vegetarianus_pinty";16.22;NA;"kicsi";"NA"
"1782";"harkalypinty_fogs11";36.9443848236037;11;"kozepes";"NA"
"1783";"harkalypinty_fogs11";36.2778312463841;11;"kozepes";"NA"
"1784";"harkalypinty_fogs7";34.6390498296949;7;"kozepes";"NA"
"1785";"harkalypinty_fogs11";38.7898322460536;11;"nagy";"NA"
"1786";"harkalypinty_fogs3";33.4939311181347;3;"kicsi";"NA"
"1787";"vegetarianus_pinty";15.62;NA;"kicsi";"NA"
"1788";"harkalypinty_fogs1";30.85;1;"kicsi";"NA"
"1789";"harkalypinty_fogs3";34.0664717754769;3;"kozepes";"NA"
"1790";"harkalypinty_fogs7";34.7631715762797;7;"kozepes";"NA"
"1791";"hegyescsoru_foldipinty";24.64;NA;"kicsi";"NA"
"1792";"harkalypinty_fogs11";37.3260944862347;11;"kozepes";"NA"
"1793";"harkalypinty_fogs15";37.9395871347468;15;"kozepes";"NA"
"1794";"harkalypinty_fogs13";39.0200953724951;13;"nagy";"NA"
"1795";"nagy_foldipinty";33.26;NA;"kicsi";"NA"
"1796";"hegyescsoru_foldipinty";19.67;NA;"kicsi";"NA"
"1797";"harkalypinty_fogs15";38.9368148402032;15;"nagy";"NA"
"1798";"harkalypinty";28.1;NA;"kicsi";"30"
"1799";"harkalypinty_fogs15";38.4455026676965;15;"nagy";"NA"
"1800";"harkalypinty_fogs3";35.5737237272544;3;"kozepes";"NA"
"1801";"harkalypinty_fogs15";38.6354903396381;15;"nagy";"NA"
"1802";"hegyescsoru_foldipinty";25.17;NA;"kicsi";"NA"
"1803";"harkalypinty_fogs13";38.4263664143498;13;"nagy";"NA"
"1804";"harkalypinty_fogs11";37.8317841825317;11;"kozepes";"NA"
"1805";"vegetarianus_pinty";17.16;NA;"kicsi";"NA"
"1806";"harkalypinty_fogs5";34.0419993041499;5;"kozepes";"NA"
"1807";"nagy_foldipinty";30.51;NA;"kicsi";"NA"
"1808";"harkalypinty_fogs5";34.9344080763384;5;"kozepes";"NA"
"1809";"harkalypinty_fogs11";38.054518817828;11;"nagy";"NA"
"1810";"harkalypinty_fogs13";37.766286084873;13;"kozepes";"NA"
"1811";"harkalypinty_fogs15";40.442452763797;15;"nagy";"NA"
"1812";"harkalypinty_fogs1";33.32;1;"kicsi";"NA"
"1813";"harkalypinty";28.22;NA;"kicsi";"30"
"1814";"harkalypinty_fogs7";36.4687194990343;7;"kozepes";"NA"
"1815";"harkalypinty_fogs5";34.8712546022077;5;"kozepes";"NA"
"1816";"harkalypinty";29.64;NA;"kicsi";"29"
"1817";"harkalypinty_fogs5";33.1692505031993;5;"kicsi";"NA"
"1818";"harkalypinty_fogs1";34.66;1;"kozepes";"NA"
"1819";"harkalypinty_fogs13";38.9572148193383;13;"nagy";"NA"
"1820";"harkalypinty_fogs3";31.6691307429359;3;"kicsi";"NA"
"1821";"harkalypinty_fogs5";36.4605367929556;5;"kozepes";"NA"
"1822";"harkalypinty_fogs3";34.058816521537;3;"kozepes";"NA"
"1823";"nagy_foldipinty";30.95;NA;"kicsi";"NA"
"1824";"harkalypinty_fogs1";36.41;1;"kozepes";"NA"
"1825";"hegyescsoru_foldipinty";20.43;NA;"kicsi";"NA"
"1826";"harkalypinty_fogs3";34.2143334250652;3;"kozepes";"NA"
"1827";"hegyescsoru_foldipinty";25.53;NA;"kicsi";"NA"
"1828";"hegyescsoru_foldipinty";23.31;NA;"kicsi";"NA"
"1829";"harkalypinty_fogs3";35.2678305102822;3;"kozepes";"NA"
"1830";"hegyescsoru_foldipinty";22.69;NA;"kicsi";"NA"
"1831";"harkalypinty_fogs7";35.570797438547;7;"kozepes";"NA"
"1832";"nagy_foldipinty";30.68;NA;"kicsi";"NA"
"1833";"vegetarianus_pinty";17.14;NA;"kicsi";"NA"
"1834";"harkalypinty_fogs13";38.010265497435;13;"nagy";"NA"
"1835";"harkalypinty_fogs13";38.1750316983649;13;"nagy";"NA"
"1836";"harkalypinty_fogs11";36.4204179516099;11;"kozepes";"NA"
"1837";"kis_foldipinty";22.53;NA;"kicsi";"NA"
"1838";"harkalypinty_fogs13";38.3516332419862;13;"nagy";"NA"
"1839";"harkalypinty_fogs15";37.2669362836048;15;"kozepes";"NA"
"1840";"harkalypinty_fogs1";35.29;1;"kozepes";"NA"
"1841";"harkalypinty_fogs7";39.5384133483818;7;"nagy";"NA"
"1842";"harkalypinty_fogs5";33.9034869704038;5;"kicsi";"NA"
"1843";"vegetarianus_pinty";15.4;NA;"kicsi";"NA"
"1844";"kis_foldipinty";22.58;NA;"kicsi";"NA"
"1845";"harkalypinty_fogs9";39.6523186713592;9;"nagy";"NA"
"1846";"vegetarianus_pinty";15.73;NA;"kicsi";"NA"
"1847";"harkalypinty_fogs13";37.4671454177093;13;"kozepes";"NA"
"1848";"kis_foldipinty";22.86;NA;"kicsi";"NA"
"1849";"harkalypinty_fogs11";37.1929738733878;11;"kozepes";"NA"
"1850";"hegyescsoru_foldipinty";24.32;NA;"kicsi";"NA"
"1851";"harkalypinty";29.38;NA;"kicsi";"30"
"1852";"harkalypinty_fogs5";35.612796858651;5;"kozepes";"NA"
"1853";"harkalypinty_fogs1";35.44;1;"kozepes";"NA"
"1854";"nagy_foldipinty";30.01;NA;"kicsi";"NA"
"1855";"harkalypinty";29.33;NA;"kicsi";"29"
"1856";"harkalypinty_fogs5";33.1297032614395;5;"kicsi";"NA"
"1857";"harkalypinty_fogs3";33.9795529995849;3;"kicsi";"NA"
"1858";"harkalypinty_fogs15";36.776135829092;15;"kozepes";"NA"
"1859";"nagy_foldipinty";35.39;NA;"kozepes";"NA"
"1860";"nagy_foldipinty";31.19;NA;"kicsi";"NA"
"1861";"harkalypinty_fogs7";35.9866041122196;7;"kozepes";"NA"
"1862";"harkalypinty";26.94;NA;"kicsi";"31"
"1863";"harkalypinty";28.37;NA;"kicsi";"31"
"1864";"harkalypinty_fogs3";34.8104727084804;3;"kozepes";"NA"
"1865";"harkalypinty_fogs11";36.6579713239263;11;"kozepes";"NA"
"1866";"harkalypinty_fogs13";37.6743703144259;13;"kozepes";"NA"
"1867";"harkalypinty_fogs1";32.89;1;"kicsi";"NA"
"1868";"harkalypinty_fogs11";37.2173845974581;11;"kozepes";"NA"
"1869";"harkalypinty_fogs1";34.59;1;"kozepes";"NA"
"1870";"nagy_foldipinty";29.18;NA;"kicsi";"NA"
"1871";"harkalypinty_fogs13";39.8834792271547;13;"nagy";"NA"
"1872";"harkalypinty_fogs5";32.8858654327694;5;"kicsi";"NA"
"1873";"harkalypinty_fogs13";39.2749070816547;13;"nagy";"NA"
"1874";"harkalypinty_fogs13";37.7129481308138;13;"kozepes";"NA"
"1875";"harkalypinty_fogs7";34.3662579929361;7;"kozepes";"NA"
"1876";"harkalypinty";28.44;NA;"kicsi";"28"
"1877";"harkalypinty_fogs3";36.3736199933514;3;"kozepes";"NA"
"1878";"kis_foldipinty";22.75;NA;"kicsi";"NA"
"1879";"harkalypinty_fogs13";38.4490129219874;13;"nagy";"NA"
"1880";"harkalypinty_fogs3";34.3706908992187;3;"kozepes";"NA"
"1881";"harkalypinty_fogs13";39.1344488546454;13;"nagy";"NA"
"1882";"nagy_foldipinty";31.91;NA;"kicsi";"NA"
"1883";"nagy_foldipinty";32.02;NA;"kicsi";"NA"
"1884";"harkalypinty_fogs15";37.853823273973;15;"kozepes";"NA"
"1885";"harkalypinty_fogs9";36.2600081562104;9;"kozepes";"NA"
"1886";"kis_foldipinty";21.89;NA;"kicsi";"NA"
"1887";"harkalypinty_fogs3";34.8295470237489;3;"kozepes";"NA"
"1888";"harkalypinty_fogs1";33.33;1;"kicsi";"NA"
"1889";"harkalypinty";29.52;NA;"kicsi";"28"
"1890";"nagy_foldipinty";31.71;NA;"kicsi";"NA"
"1891";"harkalypinty_fogs1";34.78;1;"kozepes";"NA"
"1892";"harkalypinty_fogs7";33.8771252943102;7;"kicsi";"NA"
"1893";"harkalypinty_fogs1";34.41;1;"kozepes";"NA"
"1894";"nagy_foldipinty";33.06;NA;"kicsi";"NA"
"1895";"harkalypinty_fogs1";33.06;1;"kicsi";"NA"
"1896";"harkalypinty_fogs5";35.2718949136875;5;"kozepes";"NA"
"1897";"nagy_foldipinty";33.63;NA;"kicsi";"NA"
"1898";"harkalypinty_fogs5";33.0693712559591;5;"kicsi";"NA"
"1899";"harkalypinty_fogs15";39.5680649767258;15;"nagy";"NA"
"1900";"harkalypinty";28.54;NA;"kicsi";"30"
"1901";"harkalypinty_fogs5";35.8403626006833;5;"kozepes";"NA"
"1902";"harkalypinty_fogs9";39.301914184991;9;"nagy";"NA"
"1903";"harkalypinty";27.35;NA;"kicsi";"30"
"1904";"harkalypinty_fogs13";39.9874769317088;13;"nagy";"NA"
"1905";"nagy_foldipinty";32.69;NA;"kicsi";"NA"
"1906";"hegyescsoru_foldipinty";25.48;NA;"kicsi";"NA"
"1907";"harkalypinty_fogs5";36.305788878736;5;"kozepes";"NA"
"1908";"harkalypinty_fogs3";32.6536876524903;3;"kicsi";"NA"
"1909";"kis_foldipinty";23.87;NA;"kicsi";"NA"
"1910";"harkalypinty_fogs3";34.7877543965968;3;"kozepes";"NA"
"1911";"harkalypinty_fogs11";38.6101927222076;11;"nagy";"NA"
"1912";"kis_foldipinty";22.4;NA;"kicsi";"NA"
"1913";"harkalypinty_fogs9";38.1464327876174;9;"nagy";"NA"
"1914";"vegetarianus_pinty";15.16;NA;"kicsi";"NA"
"1915";"kis_foldipinty";19.73;NA;"kicsi";"NA"
"1916";"harkalypinty_fogs15";38.5640823341941;15;"nagy";"NA"
"1917";"harkalypinty_fogs9";37.0360638203234;9;"kozepes";"NA"
"1918";"harkalypinty_fogs11";38.6278215160497;11;"nagy";"NA"
"1919";"hegyescsoru_foldipinty";25.35;NA;"kicsi";"NA"
"1920";"harkalypinty_fogs5";35.0060194695704;5;"kozepes";"NA"
"1921";"harkalypinty";28.86;NA;"kicsi";"29"
"1922";"harkalypinty_fogs3";35.4360606889998;3;"kozepes";"NA"
"1923";"harkalypinty_fogs9";37.3807087566875;9;"kozepes";"NA"
"1924";"harkalypinty_fogs13";37.848221443912;13;"kozepes";"NA"
"1925";"nagy_foldipinty";28.61;NA;"kicsi";"NA"
"1926";"harkalypinty_fogs5";36.3300969998265;5;"kozepes";"NA"
"1927";"harkalypinty_fogs1";34.59;1;"kozepes";"NA"
"1928";"harkalypinty_fogs13";39.7469540541532;13;"nagy";"NA"
"1929";"vegetarianus_pinty";15.72;NA;"kicsi";"NA"
"1930";"harkalypinty_fogs3";34.6079522317496;3;"kozepes";"NA"
"1931";"vegetarianus_pinty";15.79;NA;"kicsi";"NA"
"1932";"harkalypinty_fogs7";33.6829511090015;7;"kicsi";"NA"
"1933";"harkalypinty_fogs11";38.7606399823253;11;"nagy";"NA"
"1934";"harkalypinty_fogs9";38.6557355907069;9;"nagy";"NA"
"1935";"nagy_foldipinty";36.7;NA;"kozepes";"NA"
"1936";"harkalypinty_fogs3";33.8636779334726;3;"kicsi";"NA"
"1937";"harkalypinty_fogs7";33.886817743666;7;"kicsi";"NA"
"1938";"harkalypinty_fogs1";33.46;1;"kicsi";"NA"
"1939";"harkalypinty_fogs7";37.5905006502486;7;"kozepes";"NA"
"1940";"harkalypinty_fogs3";33.942058952108;3;"kicsi";"NA"
"1941";"harkalypinty_fogs1";33.39;1;"kicsi";"NA"
"1942";"hegyescsoru_foldipinty";23.7;NA;"kicsi";"NA"
"1943";"kis_foldipinty";22.48;NA;"kicsi";"NA"
"1944";"harkalypinty_fogs13";38.7667234396999;13;"nagy";"NA"
"1945";"harkalypinty_fogs1";32.23;1;"kicsi";"NA"
"1946";"harkalypinty_fogs5";35.4328509953705;5;"kozepes";"NA"
"1947";"harkalypinty_fogs3";33.1416236383864;3;"kicsi";"NA"
"1948";"hegyescsoru_foldipinty";22.23;NA;"kicsi";"NA"
"1949";"harkalypinty_fogs15";38.6564982926746;15;"nagy";"NA"
"1950";"harkalypinty_fogs9";36.6483206488438;9;"kozepes";"NA"
"1951";"kis_foldipinty";25.41;NA;"kicsi";"NA"
"1952";"harkalypinty_fogs11";39.6014500506092;11;"nagy";"NA"
"1953";"nagy_foldipinty";29.53;NA;"kicsi";"NA"
"1954";"harkalypinty_fogs7";34.2327343861925;7;"kozepes";"NA"
"1955";"vegetarianus_pinty";16.31;NA;"kicsi";"NA"
"1956";"hegyescsoru_foldipinty";25.81;NA;"kicsi";"NA"
"1957";"harkalypinty_fogs5";35.5909730295933;5;"kozepes";"NA"
"1958";"kis_foldipinty";21.52;NA;"kicsi";"NA"
"1959";"harkalypinty_fogs1";35.48;1;"kozepes";"NA"
"1960";"harkalypinty_fogs7";35.4427403310546;7;"kozepes";"NA"
"1961";"harkalypinty_fogs1";33.95;1;"kicsi";"NA"
"1962";"harkalypinty";30.12;NA;"kicsi";"30"
"1963";"harkalypinty_fogs5";32.1829185897168;5;"kicsi";"NA"
"1964";"harkalypinty";28.29;NA;"kicsi";"29"
"1965";"harkalypinty_fogs7";34.2894188781791;7;"kozepes";"NA"
"1966";"harkalypinty_fogs9";37.0961392532071;9;"kozepes";"NA"
"1967";"harkalypinty_fogs7";34.4113923979673;7;"kozepes";"NA"
"1968";"harkalypinty_fogs11";40.5913182868109;11;"nagy";"NA"
"1969";"harkalypinty_fogs15";38.0042472892876;15;"nagy";"NA"
"1970";"harkalypinty";29.51;NA;"kicsi";"32"
"1971";"nagy_foldipinty";30.24;NA;"kicsi";"NA"
"1972";"harkalypinty";28.83;NA;"kicsi";"29"
"1973";"harkalypinty_fogs5";35.8858192881839;5;"kozepes";"NA"
"1974";"vegetarianus_pinty";15.48;NA;"kicsi";"NA"
"1975";"harkalypinty_fogs15";38.4245603906967;15;"nagy";"NA"
"1976";"harkalypinty_fogs5";33.2302045308106;5;"kicsi";"NA"
"1977";"harkalypinty";27.81;NA;"kicsi";"30"
"1978";"harkalypinty_fogs15";40.7581910813014;15;"nagy";"NA"
"1979";"harkalypinty";28.83;NA;"kicsi";"31"
"1980";"vegetarianus_pinty";15.54;NA;"kicsi";"NA"
"1981";"kis_foldipinty";20;NA;"kicsi";"NA"
"1982";"harkalypinty";30.51;NA;"kicsi";"29"
"1983";"harkalypinty_fogs11";39.710631674472;11;"nagy";"NA"
"1984";"harkalypinty_fogs15";36.5120039916128;15;"kozepes";"NA"
"1985";"harkalypinty";28.25;NA;"kicsi";"30"
"1986";"harkalypinty_fogs5";34.9358726946576;5;"kozepes";"NA"
"1987";"harkalypinty_fogs11";38.8238577125595;11;"nagy";"NA"
"1988";"harkalypinty";28.96;NA;"kicsi";"31"
